details,seller,title,url
Shatter-resistant acrylic lenses enhance longevity Weather-resistant feature makes it suitable for outdoor use UL listing and energy star rating ensure safety and reliability ,Wintergreen Lighting,24 ft. 70-Light Warm White 5 mm LED Mini Light Set,https://www.homedepot.com/p/Wintergreen-Lighting-24-ft-70-Light-Warm-White-5-mm-LED-Mini-Light-Set-20275/308852765
Advanced Heat Technology System with Quick Heat Function Position the battery in the Front or Back Pocket for comfort12 hours of run-time with the M12™ REDLITHIUM™ 3.0,Milwaukee,Women's Large M12 12-Volt Lithium-Ion Cordless AXIS Black Heated Quilted Jacket Kit with One 3.0 Ah Battery and Charger,https://www.homedepot.com/p/Milwaukee-Women-s-Large-M12-12-Volt-Lithium-Ion-Cordless-AXIS-Black-Heated-Quilted-Jacket-Kit-with-One-3-0-Ah-Battery-and-Charger-234B-21L/320270198
Features seatbelt for maximum safety Bright color makes it easy to spot Lightweight and durable design ,Emsco,ESP Series Baby Safe Toboggan Sled,https://www.homedepot.com/p/Emsco-ESP-Series-Baby-Safe-Toboggan-Sled-2913/203722028
Round edges prevent children from scratching Made of HDPE material to ensure durability Built-in seats provide a comfortable seating experience ,Costway,"4 ft. x 4 ft. Wooden Round Sandbox with Built-In Corner Seat, Cover, Bottom Liner for Outdoor Play",https://www.homedepot.com/p/Costway-4-ft-x-4-ft-Wooden-Round-Sandbox-with-Built-In-Corner-Seat-Cover-Bottom-Liner-for-Outdoor-Play-NP10242BN/321159849
"2X the protection compared to Above Ground treatment Treated for protection against fungal decay, rot and termites Ideal for decks, walkways, landscaping and other outdoor projects ",ProWood,4 in. x 4 in. x 8 ft. #2 Ground Contact Pressure-Treated Southern Yellow Pine Timber,https://www.homedepot.com/p/ProWood-4-in-x-4-in-x-8-ft-2-Ground-Contact-Pressure-Treated-Southern-Yellow-Pine-Timber-194354/205220341
"Track Order
Cards & Accounts
Military Discount
Profile
Product Lists
Security & Password",Maxxus,LifeSauna 2-Person Indoor Hemlock Full Spectrum Infrared Sauna with 5 NEAR and 2 FAR Therapy Heaters and Sound System,https://www.homedepot.com/p/Maxxus-LifeSauna-2-Person-Indoor-Hemlock-Full-Spectrum-Infrared-Sauna-with-5-NEAR-and-2-FAR-Therapy-Heaters-and-Sound-System-DYN-6209-03-FS/322688393
Starting power perfect for larger V8 engines Includes digital 120 psi air compressor with auto stop feature LCD screen provides accurate information in real time ,DEWALT,1400 Peak Amp Portable Car Jump Starter with Digital Compressor,https://www.homedepot.com/p/DEWALT-1400-Peak-Amp-Portable-Car-Jump-Starter-with-Digital-Compressor-DXAEJ14/300385259
"Helps maintain your wood butcher blocks, cutting boards and more FDA compliant, food safe finish offers rich sheen and protection Easy to apply to wood surfaces with a cloth ",Watco,1 Pint Butcher Block Oil in Clear,https://www.homedepot.com/p/Watco-1-Pint-Butcher-Block-Oil-in-Clear-241758/316130833
Bears the weight of the AC while keeping it insulated Keeps AC safe from dust and bugs that may get sucked by the ACDurable sleeve is weather- and corrosion-resistant ,Keystone,26 in. Wall Sleeve for Through-the-Wall Air Conditioners,https://www.homedepot.com/p/Keystone-26-in-Wall-Sleeve-for-Through-the-Wall-Air-Conditioners-KSTSLV1/207016541
Sprays Up to 20 Tanks with any ONE+ Lithium-Ion Battery Battery and Charger Not Included Over 280 ONE+ Tools – All Work With Any RYOBI ONE+ 18V Battery ,RYOBI,ONE+ 18V Cordless Battery 2 Gal. Chemical Sprayer (Tool Only),https://www.homedepot.com/p/RYOBI-ONE-18V-Cordless-Battery-2-Gal-Chemical-Sprayer-Tool-Only-P2803BTL/316524855
Perfect for updating or refurbishing wood furniture and cabinetry Minimizes grain raising on wood Ideal for hand lettering or stenciling furnture or accent pieces ,Americana Decor,8 oz. Dark Denim Satin Enamel Paint,https://www.homedepot.com/p/Americana-Decor-8-oz-Dark-Denim-Satin-Enamel-Paint-ADSA14-98/300953686
Made from premium-grade granite for lasting durability Gold sand granite finish enhances the visual appeal Resistant to heat and scratch for prolonged use ,NewAge Products,5 ft. Solid Surface Countertop in Gold Sand Granite,https://www.homedepot.com/p/NewAge-Products-5-ft-Solid-Surface-Countertop-in-Gold-Sand-Granite-89213/315515489
Traditional style adds a refined touch Tempered glass is less likely to shatter Equipped with concealed screws for a neater appearance ,MOEN,Banbury 5-4/25 in. L x 3 in. H x 22-3/4 in. W Wall-Mount Clear Glass Shelf in Brushed Nickel,https://www.homedepot.com/p/MOEN-Banbury-5-4-25-in-L-x-3-in-H-x-22-3-4-in-W-Wall-Mount-Clear-Glass-Shelf-in-Brushed-Nickel-Y2690BN/204959524
Insite technology offers arch support and comfort Fast Dry technology wicks away sweat and moisture Rugged rubber outsole provides excellent cushioning and grip ,Carhartt,Men's Force 5 in. Work Boots - Nano Composite Toe - Wheat - Size 10(M),https://www.homedepot.com/p/Carhartt-Men-s-Force-5-in-Work-Boots-Nano-Composite-Toe-Wheat-Size-10-M-FA5417-M-10M/315037928
"Create the perfect environment for maintaining natural compost Open design provides airflow to help rotate waste regularly Naturally rot- and insect- resistant, chemical-free cedar ",Greenes Fence,Greenes 309.17 Gal. Cedar Wood Stationary Composter,https://www.homedepot.com/p/Greenes-Fence-Greenes-309-17-Gal-Cedar-Wood-Stationary-Composter-RCCOMP48/307473113
MOEN tub treads can be trimmed to fit your tub Tub treads are easy to install in your tub High quality adhesive is waterproof and design for durability ,MOEN,Home Care Tub Tread in Glacier,https://www.homedepot.com/p/MOEN-Home-Care-Tub-Tread-in-Glacier-DN7050/203932011
Warm white Christmas lights add a twinkle to your holiday decor Features 200 LED bulbs for energy-efficient use and durability62 ft. lighted length ensures widespread illumination ,Northlight,Set of 200 Warm White LED M5 Faceted Mini Christmas Lights on Spool - Green Wire,https://www.homedepot.com/p/Northlight-Set-of-200-Warm-White-LED-M5-Faceted-Mini-Christmas-Lights-on-Spool-Green-Wire-32607647/303878278
Acid-based chemical stain concrete Interior or exterior stain Permanently changes the color of the concrete ,Eagle,1 gal. Rustic Interior/Exterior Concrete Acid Stain,https://www.homedepot.com/p/Eagle-1-gal-Rustic-Interior-Exterior-Concrete-Acid-Stain-EDADR/203012900
"Heavy-duty construction perfect for extreme storage use Reinforced, snap-fit lid secures your valuables Storage containers nest when empty to save space ",HDX,14 Gal. Tough Storage Tote in Black with Yellow Lid,https://www.homedepot.com/p/HDX-14-Gal-Tough-Storage-Tote-in-Black-with-Yellow-Lid-SW111/314468098
Ball bungee cords ideal for indoor and outdoor use Made of premium rubber that is UV and weather resistant Toggle ball provides support to keep items securely in place ,HDX,Bungee Ball Tie Down (8 Pack),https://www.homedepot.com/p/HDX-Bungee-Ball-Tie-Down-8-Pack-56031/319352712
Perfect for outdoor use or well ventilated rooms Not designed for use as an indoor air conditioner Compact design with built in folding handle ,Hessaire,"1,300 CFM 2-Speed Portable Evaporative Cooler (Swamp Cooler) for 500 sq. ft. in Green",https://www.homedepot.com/p/Hessaire-1-300-CFM-2-Speed-Portable-Evaporative-Cooler-Swamp-Cooler-for-500-sq-ft-in-Green-MC18V/312591867
Convenient - quiet switch controls lights from a single location Durable - impact-resistant thermoplastic nylon construction Easy - quick wire push-in and side wiring for easy installation ,Leviton,"15 Amp Single-Pole Switch, White (10-Pack)",https://www.homedepot.com/p/Leviton-15-Amp-Single-Pole-Switch-White-10-Pack-M24-01451-2WM/100075329
"All-purpose, soundproofing acoustic panels for any interior wall Install in rooms where noise is created to absorb sound Easy install, fabric wrapped and paintable for customization ",Owens Corning,Paintable White Fabric Square 48 in. x 48 in. Sound Absorbing Acoustic Insulation Wall Panels (2-Pack),https://www.homedepot.com/p/Owens-Corning-Paintable-White-Fabric-Square-48-in-x-48-in-Sound-Absorbing-Acoustic-Insulation-Wall-Panels-2-Pack-02520/205212655
Compatible with full-size truck models Standard profile maximizes storage capacity Box dimensions 72 in. W x 18.5 in. H x 27.25 in. D,Weather Guard,72 in. Gloss Black Aluminum Full Size Crossbed Truck Tool Box,https://www.homedepot.com/p/Weather-Guard-72-in-Gloss-Black-Aluminum-Full-Size-Crossbed-Truck-Tool-Box-117-5-03/317815004
Pre-mounted on headrail for quick installation Slow raising spring design Softly filters natural light for light control and privacy ,iFit,Cut-to-Size 28 in. W x 73 in. L Cream Cordless Solar Screen Roller Shade,https://www.homedepot.com/p/iFit-Cut-to-Size-28-in-W-x-73-in-L-Cream-Cordless-Solar-Screen-Roller-Shade-28014/302028459
"Includes 2,800GPH sand filter pump, ladder, ground cloth & cover Water capacity: 12,481 Gal.Dimensions (L x W x H): 24 ft. x 24 ft. x 52 in.",INTEX,24 ft. x 52 in. Ultra XTR Frame Round Swimming Pool Set with Sand Filter Pump,https://www.homedepot.com/p/INTEX-24-ft-x-52-in-Ultra-XTR-Frame-Round-Swimming-Pool-Set-with-Sand-Filter-Pump-26339EH/310268670
"Lifetime warranty Full composite frame system, will never rot High-performance flush glaze door for easy maintenance ",MasterPiece,72 in. x 80 in. Smooth White Left-Hand Composite Sliding Patio Door,https://www.homedepot.com/p/MasterPiece-72-in-x-80-in-Smooth-White-Left-Hand-Composite-Sliding-Patio-Door-G6068L00201/202339612
"33 in. x 18 in. x 8.50 in. minimum cabinet size 36 in.Durable, scratch-resistant fireclay material Available exclusively at The Home Depot ",Elkay,Burnham White Fireclay 33 in. Double Bowl Farmhouse Apron Kitchen Sink,https://www.homedepot.com/p/Elkay-Burnham-White-Fireclay-33-in-Double-Bowl-Farmhouse-Apron-Kitchen-Sink-HDDB3318FC/314384272?ITC=AUC-84739-23-12070
Global leader in structural construction products since 1956Products designed and tested for strength and easy installation Diverse product line trusted by Pros and DIYers alike ,Simpson Strong-Tie,BC ZMAX Galvanized Post Cap for 4x Nominal Lumber,https://www.homedepot.com/p/Simpson-Strong-Tie-BC-ZMAX-Galvanized-Post-Cap-for-4x-Nominal-Lumber-BC4Z-R/206059722
"Made of microfiber to efficiently clean dust and dirt Perfect for marine, automotive, and other cleaning applications Machine washable for easy maintenance ",Detailer's Choice,Microfiber Wash Towels (3-Pack),https://www.homedepot.com/p/Detailer-s-Choice-Microfiber-Wash-Towels-3-Pack-3-503-6/204981807
Reversible orientation for versatile use ANSI Grade 3 rated for residential applications Backed by a lifetime limited warranty ,Defiant,Naples Satin Nickel Bed/Bath Privacy Door Handle,https://www.homedepot.com/p/Defiant-Naples-Satin-Nickel-Bed-Bath-Privacy-Door-Handle-LYEX201B/305049343
"Track Order
Cards & Accounts
Military Discount
Profile
Product Lists
Security & Password",Compare Similar Stationary Composters,55 gal. Aerobin Stationary Composter,https://www.homedepot.com/p/55-gal-Aerobin-Stationary-Composter-Aerobin-200/203740150
Frame made of ABS plastic with acrylic mirror for durability Provides 3 times magnification for a crystal-clear view With stainless steel hook to mount razor ,Better Living,7.125 in. x 10.5 in. Magnifying Handheld Makeup Mirror in Black,https://www.homedepot.com/p/Better-Living-7-125-in-x-10-5-in-Magnifying-Handheld-Makeup-Mirror-in-Black-13546/312706003
"Paddle style smart switch with indicator light Works with 5A LED or 3A fan Works w/Alexa, Google, Apple Home, Ring and more (hub required)",Lutron,"Claro Smart Switch for Caséta Smart Lighting, for On/Off Control of Lights or Fans, White",https://www.homedepot.com/p/Lutron-Claro-Smart-Switch-for-Cas%C3%A9ta-Smart-Lighting-for-On-Off-Control-of-Lights-or-Fans-White-DVRF-5NS-WH-R/321137027?ITC=AUC-211740-23-12070
Natural quality of wood ensures durability Includes sound tight knots that offer resistance against insects Features Kiln drying process that accepts pigmented stains ,Model #,19/32 in. x 5-1/2 in. x 6 ft. Cedar Dog-Ear Kiln-Dried Fence Picket,https://www.homedepot.com/p/19-32-in-x-5-1-2-in-x-6-ft-Cedar-Dog-Ear-Kiln-Dried-Fence-Picket-20842-06/301456986
Compatible with full-size truck models Low profile allows for unobstructed rear visibility Box dimensions 72 in. W x 18.5 in. H x 20.5 in. D,Weather Guard,72 in. Matte Black Aluminum Full Size Low Profile Crossbed Truck Tool Box,https://www.homedepot.com/p/Weather-Guard-72-in-Matte-Black-Aluminum-Full-Size-Low-Profile-Crossbed-Truck-Tool-Box-121-52-03/317815005
Made of linear low-density polyethylene for durability Nestable or stackable for easy storage and convenience Inboard handles meet municipality requirements for easy lifting ,Rubbermaid Commercial Products,18 Gal. Blue Recycling Bin,https://www.homedepot.com/p/Rubbermaid-Commercial-Products-18-Gal-Blue-Recycling-Bin-RCP571873BE/204656690
"Wireless control with Hubspace App, Google and Alexa Includes 10 Amp Smart indoor plug which also works as a Wi-Fi hub Lock/unlock remotely with the Hubspace app ",Defiant,Square Matte Black Smart Wi-Fi Deadbolt Powered by Hubspace,https://www.homedepot.com/p/Defiant-Square-Matte-Black-Smart-Wi-Fi-Deadbolt-Powered-by-Hubspace-HSGC9X9D01AJ/320280586
With only basic tools install in as little as 45 minutes Protected by a Limited Lifetime Warranty Versatile to choose from left or right swing ,Andersen,32 x 80 3000 Series White  Left-Hand Outswing Aluminum Retractable Anytime Storm Door Traditional Matte Black,https://custom.homedepot.com/p/custom-blinds/Andersen-3000-Series-Full-View-Retractable-Aluminum-Storm-Door/306564306
"Track Order
Cards & Accounts
Military Discount
Profile
Product Lists
Security & Password",Reynolds,24 lbs. Aluminum All Purpose Disposable Pan (4-Pack),https://www.homedepot.com/p/Reynolds-24-lbs-Aluminum-All-Purpose-Disposable-Pan-4-Pack-00Z9091200RK/311082588
Heavy-duty steel construction Includes adjustable charcoal tray to control grill temperature Large side shelf for convenient prep space ,Nexgrill,29 in. Barrel Charcoal Grill/Smoker in Black,https://www.homedepot.com/p/Nexgrill-29-in-Barrel-Charcoal-Grill-Smoker-in-Black-810-0029/306148311
Low-maintenance feature allows easy upkeep Made of high-grade granite to ensure durability Measures 3.5 ft. L x 25.5 in. D x 1.25 in. Th.,NewAge Products,4 ft. Solid Surface Countertop in Gold Sand Granite,https://www.homedepot.com/p/NewAge-Products-4-ft-Solid-Surface-Countertop-in-Gold-Sand-Granite-89208/315511440
"7.5 ft. artificial pine tree bears 1,006 branch tips500 color-changing LEDs shimmer with merriment Lush branches provide ample space for trimming ",Home Accents Holiday,7.5 ft Festive Pine Pre-Lit LED Artificial Christmas Tree with 500 Color Changing Mini Lights,https://www.homedepot.com/p/Home-Accents-Holiday-7-5-ft-Festive-Pine-Pre-Lit-LED-Artificial-Christmas-Tree-with-500-Color-Changing-Mini-Lights-21WL10161/316124745
Get started sooner with online orders shipping in 1 day Features 3 drawers perfect for easy access to your pots and pans Shaker White kitchen cabinets add a modern look to any design ,Hampton Bay,Satin White Shaker Assembled Pots and Pans Drawer Base Kitchen Cabinet (30 in. x 34.5 in. x 24 in.),https://www.homedepot.com/p/Hampton-Bay-Satin-White-Shaker-Assembled-Pots-and-Pans-Drawer-Base-Kitchen-Cabinet-30-in-x-34-5-in-x-24-in-KDB30-SSW/301358154
Screen keeps insects out while allowing airflow in Low maintenance aluminum frame Highly rated for appearance and ease of installation ,American Craftsman,50 and 70 Series 35.5 in. x 77.875 in. White Aluminum Sliding Patio Insect Screen Door,https://www.homedepot.com/p/American-Craftsman-50-and-70-Series-35-5-in-x-77-875-in-White-Aluminum-Sliding-Patio-Insect-Screen-Door-50-70-PATIO-DOOR-6-0-SCREEN/203157510
"Shelves offer ample storage Aluminum construction resists rust Built-in hooks for hanging razors, loofahs, and toothbrushes ",simplehuman,3-Tier Adjustable Shower Caddy in Aluminum and Stainless Steel,https://www.homedepot.com/p/simplehuman-3-Tier-Adjustable-Shower-Caddy-in-Aluminum-and-Stainless-Steel-BT1098/206009371
"Modern designed fixed TV wall mount Durable steel frame holds TVs weighing up to 100 lbs.Tested with 4 times its max weight, Quick and easy installation ",Commercial Electric,Fixed Wall Mount for 37 in. Through 90 in. TVs,https://www.homedepot.com/p/Commercial-Electric-Fixed-Wall-Mount-for-37-in-Through-90-in-TVs-MB-50900/311842880
